"","file_id","table","cluster","row","text.true","truth_entered_by"
"57","UCD_Lehmann_0011",2,3,1,"8.95","Jane"
"58","UCD_Lehmann_0011",2,3,2,"9.49","Jane"
"59","UCD_Lehmann_0011",2,3,3,"10.95","Jane"
"60","UCD_Lehmann_0011",2,3,4,"13.50","Jane"
"61","UCD_Lehmann_0011",2,3,5,"14.50","Jane"
"62","UCD_Lehmann_0011",2,3,6,"17.50","Jane"
"63","UCD_Lehmann_0011",2,3,7,"17.50","Jane"
"64","UCD_Lehmann_0011",2,3,8,"18.00","Jane"
"65","UCD_Lehmann_0011",2,3,9,"23.50","Jane"
"66","UCD_Lehmann_0011",2,4,1,"96.75","Jane"
"67","UCD_Lehmann_0011",2,4,2,"102.50","Jane"
"68","UCD_Lehmann_0011",2,4,3,"118.00","Jane"
"69","UCD_Lehmann_0011",2,4,4,"145.80","Jane"
"70","UCD_Lehmann_0011",2,4,5,"156.60","Jane"
"71","UCD_Lehmann_0011",2,4,6,"189.00","Jane"
"72","UCD_Lehmann_0011",2,4,7,"189.00","Jane"
"73","UCD_Lehmann_0011",2,4,8,"194.40","Jane"
"74","UCD_Lehmann_0011",2,4,9,"253.80","Jane"
"75","UCD_Lehmann_0027",1,1,1,"1.99","David"
"76","UCD_Lehmann_0027",1,1,2,"2.49","David"
"77","UCD_Lehmann_0027",1,1,3,"2.49","David"
"78","UCD_Lehmann_0027",1,1,4,"3.49","David"
"79","UCD_Lehmann_0027",1,1,5,"3.49","David"
"80","UCD_Lehmann_0027",1,1,6,"3.69","David"
"81","UCD_Lehmann_0027",1,1,7,"3.79","David"
"82","UCD_Lehmann_0027",1,1,8,"3.79","David"
"83","UCD_Lehmann_0027",1,1,9,"3.99","David"
"84","UCD_Lehmann_0027",1,1,10,"3.99","David"
"85","UCD_Lehmann_0027",1,1,11,"3.99","David"
"86","UCD_Lehmann_0027",1,1,12,"3.99","David"
"87","UCD_Lehmann_0027",1,2,1,"21.50","David"
"88","UCD_Lehmann_0027",1,2,2,"26.90","David"
"89","UCD_Lehmann_0027",1,2,3,"26.90","David"
"90","UCD_Lehmann_0027",1,2,4,"37.70","David"
"91","UCD_Lehmann_0027",1,2,5,"37.70","David"
"92","UCD_Lehmann_0027",1,2,6,"39.85","David"
"93","UCD_Lehmann_0027",1,2,7,"40.95","David"
"94","UCD_Lehmann_0027",1,2,8,"40.95","David"
"95","UCD_Lehmann_0027",1,2,9,"43.10","David"
"96","UCD_Lehmann_0027",1,2,10,"43.10","David"
"97","UCD_Lehmann_0027",1,2,11,"43.10","David"
"98","UCD_Lehmann_0027",1,2,12,"43.10","David"
"99","UCD_Lehmann_0027",2,3,1,"4.49","David"
"100","UCD_Lehmann_0027",2,3,2,"4.49","David"
"101","UCD_Lehmann_0027",2,3,3,"4.79","David"
"102","UCD_Lehmann_0027",2,3,4,"4.79","David"
"103","UCD_Lehmann_0027",2,3,5,"5.79","David"
"104","UCD_Lehmann_0027",2,3,6,"5.89","David"
"105","UCD_Lehmann_0027",2,3,7,"5.99","David"
"106","UCD_Lehmann_0027",2,3,8,"6.79","David"
"107","UCD_Lehmann_0027",2,3,9,"12.50","David"
"108","UCD_Lehmann_0027",2,3,10,"16.50","David"
"109","UCD_Lehmann_0027",2,4,1,"48.50","David"
"110","UCD_Lehmann_0027",2,4,2,"48.50","David"
"111","UCD_Lehmann_0027",2,4,3,"51.75","David"
"112","UCD_Lehmann_0027",2,4,4,"51.75","David"
"113","UCD_Lehmann_0027",2,4,5,"62.55","David"
"114","UCD_Lehmann_0027",2,4,6,"63.60","David"
"115","UCD_Lehmann_0027",2,4,7,"64.70","David"
"116","UCD_Lehmann_0027",2,4,8,"74.75","David"
"117","UCD_Lehmann_0027",2,4,9,"135.00","David"
"118","UCD_Lehmann_0027",2,4,10,"178.00","David"
"119","UCD_Lehmann_0069",1,1,1,"1.49","David"
"120","UCD_Lehmann_0069",1,1,2,"1.49","David"
"121","UCD_Lehmann_0069",1,1,3,"1.49","David"
"122","UCD_Lehmann_0069",1,1,4,"1.39","David"
"123","UCD_Lehmann_0069",1,1,5,"1.79","David"
"124","UCD_Lehmann_0069",1,1,6,"1.99","David"
"125","UCD_Lehmann_0069",1,1,7,"2.19","David"
"126","UCD_Lehmann_0069",1,1,8,"2.19","David"
"127","UCD_Lehmann_0069",1,2,1,"16.10","David"
"128","UCD_Lehmann_0069",1,2,2,"16.10","David"
"129","UCD_Lehmann_0069",1,2,3,"16.10","David"
"130","UCD_Lehmann_0069",1,2,4,"15.00","David"
"131","UCD_Lehmann_0069",1,2,5,"19.35","David"
"132","UCD_Lehmann_0069",1,2,6,"21.50","David"
"133","UCD_Lehmann_0069",1,2,7,"23.65","David"
"134","UCD_Lehmann_0069",1,2,8,"23.65","David"
"135","UCD_Lehmann_0069",2,3,1,"2.29","David"
"136","UCD_Lehmann_0069",2,3,2,"2.79","David"
"137","UCD_Lehmann_0069",2,3,3,"2.79","David"
"138","UCD_Lehmann_0069",2,3,4,"2.29","David"
"139","UCD_Lehmann_0069",2,3,5,"2.79","David"
"140","UCD_Lehmann_0069",2,3,6,"2.99","David"
"141","UCD_Lehmann_0069",2,3,7,"7.95","David"
"142","UCD_Lehmann_0069",2,3,8,"9.95","David"
"143","UCD_Lehmann_0069",2,4,1,"24.75","David"
"144","UCD_Lehmann_0069",2,4,2,"30.15","David"
"145","UCD_Lehmann_0069",2,4,3,"30.15","David"
"146","UCD_Lehmann_0069",2,4,4,"24.75","David"
"147","UCD_Lehmann_0069",2,4,5,"30.15","David"
"148","UCD_Lehmann_0069",2,4,6,"32.30","David"
"149","UCD_Lehmann_0069",2,4,7,"89.50","David"
"150","UCD_Lehmann_0069",2,4,8,"107.45","David"
"151","UCD_Lehmann_0237",1,1,1,"2.79","Jane"
"152","UCD_Lehmann_0237",1,1,2,"2.99","Jane"
"153","UCD_Lehmann_0237",1,1,3,"2.99","Jane"
"154","UCD_Lehmann_0237",1,1,4,"2.99","Jane"
"155","UCD_Lehmann_0237",1,1,5,"2.99","Jane"
"156","UCD_Lehmann_0237",1,1,6,"2.99","Jane"
"157","UCD_Lehmann_0237",1,1,7,"2.99","Jane"
"158","UCD_Lehmann_0237",1,1,8,"3.29","Jane"
"159","UCD_Lehmann_0237",1,1,9,"3.39","Jane"
"160","UCD_Lehmann_0237",1,1,10,"3.49","Jane"
"161","UCD_Lehmann_0237",1,1,11,"3.79","Jane"
"162","UCD_Lehmann_0237",1,1,12,"3.99","Jane"
"163","UCD_Lehmann_0237",1,1,13,"3.99","Jane"
"164","UCD_Lehmann_0237",1,1,14,"3.99","Jane"
"165","UCD_Lehmann_0237",1,1,15,"2.99","Jane"
"166","UCD_Lehmann_0237",1,1,16,"2.99","Jane"
"167","UCD_Lehmann_0237",1,1,17,"2.99","Jane"
"168","UCD_Lehmann_0237",1,1,18,"2.99","Jane"
"169","UCD_Lehmann_0237",1,1,19,"2.99","Jane"
"170","UCD_Lehmann_0237",1,1,20,"3.49","Jane"
"171","UCD_Lehmann_0237",1,1,21,"7.99","Jane"
"172","UCD_Lehmann_0237",1,1,22,"3.99","Jane"
"173","UCD_Lehmann_0237",1,1,23,"3.99","Jane"
"174","UCD_Lehmann_0237",1,1,24,"9.95","Jane"
"175","UCD_Lehmann_0237",1,1,25,"17.56","Jane"
"176","UCD_Lehmann_0237",1,2,1,"30.75","Jane"
"177","UCD_Lehmann_0237",1,2,2,"32.95","Jane"
"178","UCD_Lehmann_0237",1,2,3,"32.95","Jane"
"179","UCD_Lehmann_0237",1,2,4,"32.95","Jane"
"180","UCD_Lehmann_0237",1,2,5,"32.95","Jane"
"181","UCD_Lehmann_0237",1,2,6,"32.95","Jane"
"182","UCD_Lehmann_0237",1,2,7,"32.95","Jane"
"183","UCD_Lehmann_0237",1,2,8,"36.25","Jane"
"184","UCD_Lehmann_0237",1,2,9,"37.50","Jane"
"185","UCD_Lehmann_0237",1,2,10,"38.50","Jane"
"186","UCD_Lehmann_0237",1,2,11,"41.75","Jane"
"187","UCD_Lehmann_0237",1,2,12,"43.95","Jane"
"188","UCD_Lehmann_0237",1,2,13,"43.95","Jane"
"189","UCD_Lehmann_0237",1,2,14,"43.95","Jane"
"190","UCD_Lehmann_0237",1,2,15,"32.95","Jane"
"191","UCD_Lehmann_0237",1,2,16,"32.95","Jane"
"192","UCD_Lehmann_0237",1,2,17,"32.95","Jane"
"193","UCD_Lehmann_0237",1,2,18,"32.95","Jane"
"194","UCD_Lehmann_0237",1,2,19,"32.95","Jane"
"195","UCD_Lehmann_0237",1,2,20,"38.50","Jane"
"196","UCD_Lehmann_0237",1,2,21,"87.50","Jane"
"197","UCD_Lehmann_0237",1,2,22,"43.95","Jane"
"198","UCD_Lehmann_0237",1,2,23,"43.95","Jane"
"199","UCD_Lehmann_0237",1,2,24,"110.00","Jane"
"200","UCD_Lehmann_0237",1,2,25,"97.00","Jane"
"201","UCD_Lehmann_0267",1,1,1,"1.09","David"
"202","UCD_Lehmann_0267",1,1,2,".69","David"
"203","UCD_Lehmann_0267",1,1,3,"1.39","David"
"204","UCD_Lehmann_0267",1,1,4,".79","David"
"205","UCD_Lehmann_0267",1,1,5,"2.58","David"
"206","UCD_Lehmann_0267",1,1,6,"1.39","David"
"207","UCD_Lehmann_0267",1,1,7,".79","David"
"208","UCD_Lehmann_0267",1,1,8,"2.99","David"
"209","UCD_Lehmann_0267",1,1,9,"1.59","David"
"210","UCD_Lehmann_0267",1,1,10,"1.45","David"
"211","UCD_Lehmann_0267",1,1,11,".83","David"
"212","UCD_Lehmann_0267",1,1,12,"2.49","David"
"213","UCD_Lehmann_0267",1,1,13,"1.35","David"
"214","UCD_Lehmann_0267",1,1,14,"2.19","David"
"215","UCD_Lehmann_0267",1,1,15,"1.19","David"
"216","UCD_Lehmann_0267",1,1,16,"1.99","David"
"217","UCD_Lehmann_0267",1,1,17,"1.09","David"
"218","UCD_Lehmann_0267",1,1,18,"4.18","David"
"219","UCD_Lehmann_0267",1,1,19,"10.00","David"
"220","UCD_Lehmann_0267",1,1,20,"1.89","David"
"221","UCD_Lehmann_0267",1,1,21,".99","David"
"222","UCD_Lehmann_0267",1,1,22,"2.49","David"
"223","UCD_Lehmann_0267",1,1,23,"2.79","David"
"224","UCD_Lehmann_0267",1,1,24,"2.79","David"
"225","UCD_Lehmann_0267",1,1,25,"3.99","David"
"226","UCD_Lehmann_0267",1,1,26,"4.39","David"
"227","UCD_Lehmann_0267",1,1,27,"2.29","David"
"228","UCD_Lehmann_0267",1,1,28,"3.69","David"
"229","UCD_Lehmann_0267",1,1,29,"2.49","David"
"230","UCD_Lehmann_0267",1,1,30,"2.49","David"
"231","UCD_Lehmann_0267",1,1,31,"2.49","David"
"232","UCD_Lehmann_0267",1,1,32,"1.35","David"
"233","UCD_Lehmann_0267",1,1,33,"3.99","David"
"234","UCD_Lehmann_0267",1,1,34,"2.79","David"
"235","UCD_Lehmann_0267",1,1,35,"2.99","David"
"236","UCD_Lehmann_0267",1,1,36,"4.79","David"
"237","UCD_Lehmann_0267",1,1,37,"2.29","David"
"238","UCD_Lehmann_0267",1,1,38,"4.99","David"
"239","UCD_Lehmann_0267",1,1,39,"2.79","David"
"240","UCD_Lehmann_0267",1,1,40,"1.99","David"
"241","UCD_Lehmann_0267",1,1,41,"6.25","David"
"242","UCD_Lehmann_0267",1,1,42,"2.79","David"
"243","UCD_Lehmann_0267",1,1,43,"2.49","David"
"244","UCD_Lehmann_0267",1,1,44,"3.75","David"
"245","UCD_Lehmann_0267",1,1,45,"3.49","David"
"246","UCD_Lehmann_0267",1,1,46,"2.49","David"
"247","UCD_Lehmann_0267",1,1,47,"1.35","David"
"248","UCD_Lehmann_0267",1,2,1,"12.50","David"
"249","UCD_Lehmann_0267",1,2,2,"14.50","David"
"250","UCD_Lehmann_0267",1,2,3,"15.50","David"
"251","UCD_Lehmann_0267",1,2,4,"17.50","David"
"252","UCD_Lehmann_0267",1,2,5,"14.50","David"
"253","UCD_Lehmann_0267",1,2,6,"15.50","David"
"254","UCD_Lehmann_0267",1,2,7,"17.50","David"
"255","UCD_Lehmann_0267",1,2,8,"34.50","David"
"256","UCD_Lehmann_0267",1,2,9,"36.50","David"
"257","UCD_Lehmann_0267",1,2,10,"16.00","David"
"258","UCD_Lehmann_0267",1,2,11,"18.00","David"
"259","UCD_Lehmann_0267",1,2,12,"27.95","David"
"260","UCD_Lehmann_0267",1,2,13,"29.95","David"
"261","UCD_Lehmann_0267",1,2,14,"24.75","David"
"262","UCD_Lehmann_0267",1,2,15,"26.75","David"
"263","UCD_Lehmann_0267",1,2,16,"22.65","David"
"264","UCD_Lehmann_0267",1,2,17,"24.65","David"
"265","UCD_Lehmann_0267",1,2,18,"23.65","David"
"266","UCD_Lehmann_0267",1,2,19,"27.00","David"
"267","UCD_Lehmann_0267",1,2,20,"21.50","David"
"268","UCD_Lehmann_0267",1,2,21,"23.50","David"
"269","UCD_Lehmann_0267",1,2,22,"27.95","David"
"270","UCD_Lehmann_0267",1,2,23,"31.50","David"
"271","UCD_Lehmann_0267",1,2,24,"31.50","David"
"272","UCD_Lehmann_0267",1,2,25,"45.75","David"
"273","UCD_Lehmann_0267",1,2,26,"49.00","David"
"274","UCD_Lehmann_0267",1,2,27,"51.00","David"
"275","UCD_Lehmann_0267",1,2,28,"42.50","David"
"276","UCD_Lehmann_0267",1,2,29,"27.95","David"
"277","UCD_Lehmann_0267",1,2,30,"27.95","David"
"278","UCD_Lehmann_0267",1,2,31,"27.95","David"
"279","UCD_Lehmann_0267",1,2,32,"29.95","David"
"280","UCD_Lehmann_0267",1,2,33,"45.75","David"
"281","UCD_Lehmann_0267",1,2,34,"31.50","David"
"282","UCD_Lehmann_0267",1,2,35,"34.50","David"
"283","UCD_Lehmann_0267",1,2,36,"54.00","David"
"284","UCD_Lehmann_0267",1,2,37,"24.75","David"
"285","UCD_Lehmann_0267",1,2,38,"56.50","David"
"286","UCD_Lehmann_0267",1,2,39,"31.50","David"
"287","UCD_Lehmann_0267",1,2,40,"22.65","David"
"288","UCD_Lehmann_0267",1,2,41,"67.50","David"
"289","UCD_Lehmann_0267",1,2,42,"31.50","David"
"290","UCD_Lehmann_0267",1,2,43,"27.95","David"
"291","UCD_Lehmann_0267",1,2,44,"40.50","David"
"292","UCD_Lehmann_0267",1,2,45,"38.75","David"
"293","UCD_Lehmann_0267",1,2,46,"27.95","David"
"294","UCD_Lehmann_0267",1,2,47,"29.95","David"
"295","UCD_Lehmann_0267",2,3,1,"6.49","David"
"296","UCD_Lehmann_0267",2,3,2,"3.49","David"
"297","UCD_Lehmann_0267",2,3,3,"1.49","David"
"298","UCD_Lehmann_0267",2,3,4,"1.09","David"
"299","UCD_Lehmann_0267",2,3,5,"2.49","David"
"300","UCD_Lehmann_0267",2,3,6,"2.49","David"
"301","UCD_Lehmann_0267",2,3,7,"2.49","David"
"302","UCD_Lehmann_0267",2,3,8,"3.50","David"
"303","UCD_Lehmann_0267",2,3,9,"2.79","David"
"304","UCD_Lehmann_0267",2,3,10,"6.49","David"
"305","UCD_Lehmann_0267",2,3,11,"12.89","David"
"306","UCD_Lehmann_0267",2,3,12,"7.49","David"
"307","UCD_Lehmann_0267",2,3,13,"2.49","David"
"308","UCD_Lehmann_0267",2,3,14,".99","David"
"309","UCD_Lehmann_0267",2,3,15,"2.59","David"
"310","UCD_Lehmann_0267",2,3,16,"1.45","David"
"311","UCD_Lehmann_0267",2,3,17,".74","David"
"312","UCD_Lehmann_0267",2,3,18,"5.49","David"
"313","UCD_Lehmann_0267",2,3,19,"2.49","David"
"314","UCD_Lehmann_0267",2,3,20,"2.79","David"
"315","UCD_Lehmann_0267",2,3,21,"2.79","David"
"316","UCD_Lehmann_0267",2,3,22,"2.99","David"
"317","UCD_Lehmann_0267",2,3,23,"6.19","David"
"318","UCD_Lehmann_0267",2,3,24,"2.99","David"
"319","UCD_Lehmann_0267",2,3,25,"6.49","David"
"320","UCD_Lehmann_0267",2,3,26,"2.79","David"
"321","UCD_Lehmann_0267",2,3,27,"2.99","David"
"322","UCD_Lehmann_0267",2,3,28,"2.49","David"
"323","UCD_Lehmann_0267",2,3,29,"2.19","David"
"324","UCD_Lehmann_0267",2,3,30,"1.19","David"
"325","UCD_Lehmann_0267",2,3,31,"4.98","David"
"326","UCD_Lehmann_0267",2,3,32,"2.79","David"
"327","UCD_Lehmann_0267",2,3,33,"2.49","David"
"328","UCD_Lehmann_0267",2,3,34,"1.35","David"
"329","UCD_Lehmann_0267",2,3,35,"2.99","David"
"330","UCD_Lehmann_0267",2,3,36,"2.49","David"
"331","UCD_Lehmann_0267",2,3,37,"1.35","David"
"332","UCD_Lehmann_0267",2,3,38,"7.49","David"
"333","UCD_Lehmann_0267",2,3,39,"14.98","David"
"334","UCD_Lehmann_0267",2,3,40,"2.79","David"
"335","UCD_Lehmann_0267",2,3,41,"6.99","David"
"336","UCD_Lehmann_0267",2,3,42,"6.49","David"
"337","UCD_Lehmann_0267",2,3,43,"7.49","David"
"338","UCD_Lehmann_0267",2,3,44,"6.49","David"
"339","UCD_Lehmann_0267",2,3,45,"6.19","David"
"340","UCD_Lehmann_0267",2,3,46,"2.49","David"
"341","UCD_Lehmann_0267",2,3,47,"2.79","David"
"342","UCD_Lehmann_0267",2,3,48,"6.49","David"
"343","UCD_Lehmann_0267",2,3,49,"2.99","David"
"344","UCD_Lehmann_0267",2,3,50,"2.09","Jane"
"345","UCD_Lehmann_0267",2,3,51,"23.50","Jane"
"346","UCD_Lehmann_0267",2,3,52,"13.95","Jane"
"347","UCD_Lehmann_0267",2,4,1,"75.00","David"
"348","UCD_Lehmann_0267",2,4,2,"39.75","David"
"349","UCD_Lehmann_0267",2,4,3,"16.95","David"
"350","UCD_Lehmann_0267",2,4,4,"24.65","David"
"351","UCD_Lehmann_0267",2,4,5,"27.95","David"
"352","UCD_Lehmann_0267",2,4,6,"27.95","David"
"353","UCD_Lehmann_0267",2,4,7,"27.95","David"
"354","UCD_Lehmann_0267",2,4,8,"38.50","David"
"355","UCD_Lehmann_0267",2,4,9,"31.50","David"
"356","UCD_Lehmann_0267",2,4,10,"75.00","David"
"357","UCD_Lehmann_0267",2,4,11,"75.00","David"
"358","UCD_Lehmann_0267",2,4,12,"85.00","David"
"359","UCD_Lehmann_0267",2,4,13,"27.95","David"
"360","UCD_Lehmann_0267",2,4,14,"21.95","David"
"361","UCD_Lehmann_0267",2,4,15,"27.97","David"
"362","UCD_Lehmann_0267",2,4,16,"31.32","David"
"363","UCD_Lehmann_0267",2,4,17,"16.50","David"
"364","UCD_Lehmann_0267",2,4,18,"62.50","David"
"365","UCD_Lehmann_0267",2,4,19,"27.95","David"
"366","UCD_Lehmann_0267",2,4,20,"31.50","David"
"367","UCD_Lehmann_0267",2,4,21,"31.50","David"
"368","UCD_Lehmann_0267",2,4,22,"34.50","David"
"369","UCD_Lehmann_0267",2,4,23,"69.00","David"
"370","UCD_Lehmann_0267",2,4,24,"34.50","David"
"371","UCD_Lehmann_0267",2,4,25,"75.00","David"
"372","UCD_Lehmann_0267",2,4,26,"31.50","David"
"373","UCD_Lehmann_0267",2,4,27,"34.50","David"
"374","UCD_Lehmann_0267",2,4,28,"27.95","David"
"375","UCD_Lehmann_0267",2,4,29,"24.50","David"
"376","UCD_Lehmann_0267",2,4,30,"26.50","David"
"377","UCD_Lehmann_0267",2,4,31,"27.95","David"
"378","UCD_Lehmann_0267",2,4,32,"31.50","David"
"379","UCD_Lehmann_0267",2,4,33,"27.95","David"
"380","UCD_Lehmann_0267",2,4,34,"29.95","David"
"381","UCD_Lehmann_0267",2,4,35,"34.50","David"
"382","UCD_Lehmann_0267",2,4,36,"27.95","David"
"383","UCD_Lehmann_0267",2,4,37,"29.95","David"
"384","UCD_Lehmann_0267",2,4,38,"85.00","David"
"385","UCD_Lehmann_0267",2,4,39,"75.00","David"
"386","UCD_Lehmann_0267",2,4,40,"30.75","David"
"387","UCD_Lehmann_0267",2,4,41,"81.50","David"
"388","UCD_Lehmann_0267",2,4,42,"75.00","David"
"389","UCD_Lehmann_0267",2,4,43,"85.00","David"
"390","UCD_Lehmann_0267",2,4,44,"75.00","David"
"391","UCD_Lehmann_0267",2,4,45,"73.00","David"
"392","UCD_Lehmann_0267",2,4,46,"27.95","David"
"393","UCD_Lehmann_0267",2,4,47,"31.50","David"
"394","UCD_Lehmann_0267",2,4,48,"75.00","David"
"395","UCD_Lehmann_0267",2,4,49,"34.50","David"
"396","UCD_Lehmann_0267",2,4,50,"48.75","Jane"
"397","UCD_Lehmann_0267",2,4,51,"135.00","Jane"
"398","UCD_Lehmann_0267",2,4,52,"155.00","Jane"
"399","UCD_Lehmann_0267",3,5,1,"2.09","David"
"400","UCD_Lehmann_0267",3,5,2,"23.50","David"
"401","UCD_Lehmann_0267",3,5,3,"13.95","David"
"402","UCD_Lehmann_0267",3,6,1,"48.75","David"
"403","UCD_Lehmann_0267",3,6,2,"135.00","David"
"404","UCD_Lehmann_0267",3,6,3,"155.00","David"
"405","UCD_Lehmann_0321",1,1,1,"3.49","Jane"
"406","UCD_Lehmann_0321",1,1,2,"2.49","Jane"
"407","UCD_Lehmann_0321",1,1,3,"4.49","Jane"
"408","UCD_Lehmann_0321",1,1,4,"2.99","Jane"
"409","UCD_Lehmann_0321",1,1,5,"2.19","Jane"
"410","UCD_Lehmann_0321",1,1,6,"2.49","Jane"
"411","UCD_Lehmann_0321",1,1,7,"2.29","Jane"
"412","UCD_Lehmann_0321",1,1,8,"2.80","Jane"
"413","UCD_Lehmann_0321",1,1,9,"3.89","Jane"
"414","UCD_Lehmann_0321",1,1,10,"3.25","Jane"
"415","UCD_Lehmann_0321",1,1,11,"1.99","Jane"
"416","UCD_Lehmann_0321",1,1,12,"4.29","Jane"
"417","UCD_Lehmann_0321",1,1,13,"2.49","Jane"
"418","UCD_Lehmann_0321",1,1,14,"1.69","Jane"
"419","UCD_Lehmann_0321",1,1,15,"3.89","Jane"
"420","UCD_Lehmann_0321",1,1,16,"1.99","Jane"
"421","UCD_Lehmann_0321",1,1,17,"1.99","Jane"
"422","UCD_Lehmann_0321",1,1,18,"1.99","Jane"
"423","UCD_Lehmann_0321",1,1,19,"2.49","Jane"
"424","UCD_Lehmann_0321",1,1,20,"3.49","Jane"
"425","UCD_Lehmann_0321",1,1,21,"3.29","Jane"
"426","UCD_Lehmann_0321",1,1,22,"2.19","Jane"
"427","UCD_Lehmann_0321",1,1,23,"2.29","Jane"
"428","UCD_Lehmann_0321",1,2,1,"6.98","Jane"
"429","UCD_Lehmann_0321",1,2,2,"4.98","Jane"
"430","UCD_Lehmann_0321",1,2,3,"8.98","Jane"
"431","UCD_Lehmann_0321",1,2,4,"5.98","Jane"
"432","UCD_Lehmann_0321",1,2,5,"4.38","Jane"
"433","UCD_Lehmann_0321",1,2,6,"4.98","Jane"
"434","UCD_Lehmann_0321",1,2,7,"4.58","Jane"
"435","UCD_Lehmann_0321",1,2,8,"5.60","Jane"
"436","UCD_Lehmann_0321",1,2,9,"7.78","Jane"
"437","UCD_Lehmann_0321",1,2,10,"6.50","Jane"
"438","UCD_Lehmann_0321",1,2,11,"3.98","Jane"
"439","UCD_Lehmann_0321",1,2,12,"8.58","Jane"
"440","UCD_Lehmann_0321",1,2,13,"4.98","Jane"
"441","UCD_Lehmann_0321",1,2,14,"3.38","Jane"
"442","UCD_Lehmann_0321",1,2,15,"7.78","Jane"
"443","UCD_Lehmann_0321",1,2,16,"3.98","Jane"
"444","UCD_Lehmann_0321",1,2,17,"3.98","Jane"
"445","UCD_Lehmann_0321",1,2,18,"3.98","Jane"
"446","UCD_Lehmann_0321",1,2,19,"4.98","Jane"
"447","UCD_Lehmann_0321",1,2,20,"6.98","Jane"
"448","UCD_Lehmann_0321",1,2,21,"6.58","Jane"
"449","UCD_Lehmann_0321",1,2,22,"4.38","Jane"
"450","UCD_Lehmann_0321",1,2,23,"4.58","Jane"
"451","UCD_Lehmann_0407",1,1,1,"3.99","Yanxi"
"452","UCD_Lehmann_0407",1,1,2,"4.99","Yanxi"
"453","UCD_Lehmann_0407",1,1,3,"4.99","Yanxi"
"454","UCD_Lehmann_0407",1,1,4,"5.49","Yanxi"
"455","UCD_Lehmann_0407",1,1,5,"5.99","Yanxi"
